Customer Tier,Transaction date,Replace,Remove,Firedoor,Drop Test,Bumpers,Is_customer_Lenworth,Specialty Door,Dock Seal,Door(general),Hardware/Parts,Dimensions,Column1,Work_type,sqft_services,Flat_Services,Operator/Opener,Install,Quantity,Sales price,Amount,Totals,Distance,service,Distance Tier,unique,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,door_width,door_height,door_sqft,size_source,size_confidence,size_note
Recurring,15/01/2022,0,0,0,0,0,0,0,0,0,0,,,Labor,,Extra Work,0,0,2.0,100.0,200.0,226.0,107.54,,1,,,,,,,,,standard_default,low,no_size_applicable
New,26/07/2022,0,0,0,0,0,0,0,0,0,0,,,Other/Misc,Other/Misc,,0,0,1.0,100.0,100.0,113.0,108.0,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,25/01/2022,0,0,0,0,0,1,0,0,1,0,,,Service Call,Door (General),,0,0,3.0,100.0,300.0,339.0,112.26,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,03/11/2022,0,0,0,0,0,1,0,0,0,0,,,labor,,Extra Work,0,0,6.75,100.0,675.0,762.75,116.78,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,14/04/2023,0,0,0,0,0,1,0,0,1,0,,,Service Call,Door (General),,0,0,7.0,100.0,700.0,791.0,116.78,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,26/07/2022,0,0,0,0,0,1,0,0,0,0,,,Service Call,Other/Misc,,0,0,6.0,100.0,600.0,678.0,145.54,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,18/08/2021,0,0,0,0,0,1,0,0,1,0,,,Install,Door (General),,0,1,13.5,100.0,1350.0,1525.5,147.13,Door (General) Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,20/07/2021,0,0,0,0,0,1,0,0,1,0,,,Install,Door (General),,0,1,7.0,100.0,700.0,791.0,173.81,Door (General) Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,08/11/2021,0,0,0,0,0,1,0,0,1,0,,,Install,Door (General),,0,1,2.5,100.0,250.0,282.5,219.08,Door (General) Install,2,,,,,,,,,standard_default,low,no_size_applicable
New,26/07/2022,0,0,0,0,0,0,0,0,0,0,,,Other/Misc,Other/Misc,,0,0,1.0,100.0,100.0,113.0,313.04,,3,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,04/05/2021,0,0,0,0,0,1,0,0,0,0,,,Other/Misc,Other/Misc,,0,0,5.0,100.0,500.0,565.0,558.22,,5,,,,,,,,,standard_default,low,no_size_applicable
New,15/03/2021,0,0,0,0,0,0,0,0,1,0,,,Supply Only,Door (General),,0,0,1.0,80.0,80.0,90.4,211.68,,2,,,,,,,,,standard_default,low,no_size_applicable
New,14/11/2020,0,0,0,0,0,0,0,0,0,0,,,Supply Only,Remote/Photo Eye,,0,0,1.0,60.0,60.0,67.8,286.95,,2,,,,,,,,,standard_default,low,no_size_applicable
Recurring,26/03/2022,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,Remote/Photo Eye,,0,0,3.0,55.0,165.0,186.45,49.68,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,19/05/2022,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,Remote/Photo Eye,,0,0,1.0,55.0,55.0,62.15,50.31,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,07/09/2025,0,0,0,0,0,1,0,0,1,0,,,Install,Door (General),,0,1,1.0,55.0,55.0,62.15,102.0,Door (General) Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,20/03/2023,0,0,0,0,0,1,0,0,1,0,,,Install,Door (General),,0,1,1.0,50.0,1150.0,1299.5,110.0,Door (General) Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,29/09/2021,0,0,0,0,0,1,0,0,0,0,,,Install,Other/Misc,,0,1,60.0,50.0,3000.0,3390.0,148.78,Other/Misc Install,1,,,,,,,,,standard_default,low,no_size_applicable
New,25/10/2024,0,0,0,0,0,0,0,0,0,0,,,Install,Remote/Photo Eye,,0,1,2.0,45.0,90.0,101.7,35.27,Remote/Photo Eye Install,0,,,,,,,,20.0,back_calculated,high,back_calculated | raw=20.5 snapped=20
Loyalty,15/01/2022,0,1,0,0,0,1,0,0,0,0,,,Remove and Replace,,Operator/Opener,0,0,1.0,400.0,400.0,452.0,7.31,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,15/05/2023,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,3.0,1000.0,3000.0,3390.0,8.98,Hardware/Parts Install,0,,,,,,,,625.0,back_calculated,high,back_calculated | raw=625.0 snapped=625
Recurring,26/07/2022,0,1,0,0,0,0,0,0,0,0,,,Remove and Replace,,Dock Seal,0,0,1.0,1400.0,1400.0,1582.0,12.26,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,29/01/2024,0,1,0,0,0,0,0,0,0,0,,,Remove,,Dock Seal,0,0,5.0,150.0,750.0,847.5,15.01,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,29/01/2024,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,5.0,350.0,1750.0,1977.5,15.01, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,01/02/2023,0,0,0,0,0,1,0,0,0,1,,,Repair,Hardware/Parts,,0,0,1.0,500.0,500.0,565.0,16.96,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,06/12/2022,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,107.14,107.14,121.0682,17.0,Hardware/Parts Install,0,,,,,,,,65.0,back_calculated,high,back_calculated | raw=67.0 snapped=65
Loyalty,06/12/2022,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,550.0,550.0,621.5,17.09,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,01/03/2022,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,500.0,500.0,565.0,17.69,Hardware/Parts Install,0,,,,,,,,310.0,back_calculated,high,back_calculated | raw=312.5 snapped=310
Loyalty,19/12/2023,0,0,0,0,0,1,0,0,0,1,,,Supply & Install,Hardware/Parts,,0,0,1.0,500.0,500.0,565.0,21.98,Hardware/Parts Supply & Install,0,,,,,,,,310.0,back_calculated,high,back_calculated | raw=312.5 snapped=310
New,15/05/2023,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,3.0,1055.0,1055.0,1192.15,22.96,Hardware/Parts Install,0,,,,,,,,480.0,back_calculated,high,back_calculated | raw=479.5 snapped=480
Loyalty,19/08/2023,0,0,0,0,0,1,0,0,0,0,,,Install,,Bumper,0,1,1.0,250.0,250.0,282.5,24.4, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,06/10/2021,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,50.0,1000.0,1130.0,28.0,Hardware/Parts Install,0,,,,,,,,30.0,back_calculated,high,back_calculated | raw=31.2 snapped=30
Recurring,07/08/2024,0,1,0,0,0,0,0,0,0,0,,,Remove and Replace,,shelters,0,0,1.0,1100.0,1100.0,1243.0,31.52,,0,,,,,,,,,standard_default,low,no_size_applicable
New,15/08/2024,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,6.0,100.0,600.0,678.0,31.52,Hardware/Parts Install,0,,,,,,,,45.0,back_calculated,high,back_calculated | raw=45.5 snapped=45
Recurring,18/05/2022,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,1.0,750.0,750.0,847.5,39.86, Install,0,,,,,,,,,standard_default,low,no_size_applicable
New,06/12/2022,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,1.0,46.0,46.0,51.980000000000004,40.54, Install,0,,,,,,,,,standard_default,low,no_size_applicable
New,06/12/2022,0,0,0,0,0,0,0,0,0,1,,,install,Hardware/Parts,,0,1,16.0,14.0,224.0,253.12,40.54,Hardware/Parts install,0,,,,,,,,,standard_default,low,no_size_applicable
New,06/12/2022,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,1.0,54.0,378.0,427.14,40.54, Install,0,,,,,,,,,standard_default,low,no_size_applicable
New,06/12/2022,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,2.0,572.0,1144.0,1292.72,40.54,Hardware/Parts Install,0,,,,,,,,260.0,back_calculated,high,back_calculated | raw=260.0 snapped=260
New,06/12/2022,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,2.0,33.0,66.0,74.58,40.78,Hardware/Parts Install,0,,,,,,,,15.0,back_calculated,high,back_calculated | raw=15.0 snapped=15
New,06/12/2022,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,8.0,32.0,256.0,289.28,40.78,Hardware/Parts Install,0,,,,,,,,15.0,back_calculated,high,back_calculated | raw=14.5 snapped=15
Recurring,02/02/2026,0,1,0,0,0,0,0,0,0,0,,,Remove,,Dock Seal,0,0,1.0,800.0,800.0,904.0,47.29,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,03/11/2022,0,1,0,0,0,0,0,0,0,1,,,Remove and Replace,Hardware/Parts,,0,0,1.0,840.0,840.0,949.2,49.68,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,29/03/2024,1,0,0,0,0,0,0,0,0,1,,,Replace,Hardware/Parts,,0,0,1.0,420.0,420.0,474.6,49.68,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,05/02/2022,0,0,0,0,0,1,0,0,0,1,,,Repair,Hardware/Parts,,0,0,1.0,1000.0,1000.0,1130.0,51.46,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,08/04/2022,0,0,0,0,0,1,0,0,0,1,,,Supply & Install,Hardware/Parts,,0,0,1.0,1000.0,1000.0,1130.0,51.46,Hardware/Parts Supply & Install,0,,,,,,,,625.0,back_calculated,high,back_calculated | raw=625.0 snapped=625
Loyalty,27/02/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,2.0,1000.0,1000.0,1130.0,51.46,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,17/08/2021,0,0,0,0,0,1,0,0,0,0,,,Service Call,,Dock Seal,0,0,2.0,100.0,200.0,226.0,51.62,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,06/12/2024,0,0,0,0,0,0,0,0,0,0,,,Install,,Operator/Opener,0,1,1.0,55.0,55.0,62.15,51.62, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,27/02/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,2.0,2000.0,2000.0,2260.0,51.68,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,01/02/2023,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,360.0,360.0,406.8,52.62,Hardware/Parts Install,0,,,,,,,,225.0,back_calculated,high,back_calculated | raw=225.0 snapped=225
Loyalty,28/03/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,550.0,550.0,621.5,54.35,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,26/11/2022,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,550.0,550.0,621.5,54.49,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,02/12/2024,0,0,0,0,0,0,0,0,0,0,,,Supply Only,,Operator/Opener,0,0,2.0,1025.0,2050.0,2316.5,55.04,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,03/02/2025,0,1,0,0,0,0,0,0,0,0,,,Remove and Replace,,shelters,0,0,1.0,900.0,900.0,1017.0,55.04,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,09/11/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,1000.0,1000.0,1130.0,55.65,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,14/12/2020,0,0,0,0,0,0,0,0,0,0,,,Install,,shelters,0,1,9.0,2250.0,2250.0,2542.5,56.0, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,22/10/2022,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,1500.0,1500.0,1695.0,59.08,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,25/11/2021,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,,Dock Seal,0,0,1.0,600.0,600.0,678.0,63.0,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,29/07/2023,1,0,0,0,0,1,0,0,0,1,,,Replace,Hardware/Parts,,0,0,1.0,700.0,700.0,791.0,64.8,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,02/12/2021,0,1,0,0,0,0,0,0,0,0,,,Remove and Replace,,Dock Seal,0,0,12.0,300.0,3600.0,4068.0,68.31,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,05/02/2022,0,0,0,0,0,1,0,0,0,0,,,Install,,Operator/Opener,0,1,3.0,150.0,450.0,508.5,69.44, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,29/05/2024,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,2000.0,2000.0,2260.0,71.44,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,02/12/2021,0,1,0,0,0,0,0,0,0,0,,,Remove and Replace,,Bumper,0,0,12.0,100.0,1200.0,1356.0,71.72,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,17/05/2022,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,550.0,550.0,621.5,74.67,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,18/05/2022,0,0,0,0,0,1,0,0,0,0,,,install,,Dock Seal,0,1,1.0,750.0,750.0,847.5,74.93, install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,13/11/2025,0,0,0,0,0,1,0,0,0,0,,,Install,,Dock Seal,0,1,2.0,110.0,605.0,683.65,79.17, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,13/11/2025,0,0,0,0,0,1,0,0,0,1,,,Repair,Hardware/Parts,,0,0,2.0,110.0,220.0,248.6,79.4,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,12/10/2020,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,4.0,275.0,1100.0,1243.0,80.9, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,24/07/2023,0,0,0,0,0,0,0,0,0,1,2 * 2,,Labor,Hardware/Parts,,0,0,1.0,882.0,882.0,996.66,82.39,,0,,,,,,,,,standard_default,low,no_size_applicable
Recurring,26/07/2022,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,13.0,250.0,3250.0,3672.5,90.61, Install,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,17/05/2022,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,550.0,550.0,621.5,95.71,,0,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,28/03/2023,1,0,0,0,0,1,0,0,0,1,,,Replace,Hardware/Parts,,0,0,1.0,500.0,500.0,565.0,102.92,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,19/12/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,1000.0,1000.0,1130.0,108.4,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,20/03/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,1000.0,1000.0,1130.0,110.0,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,23/04/2022,0,0,0,0,0,1,0,0,0,0,,,Install,,Dock Seal,0,1,4.0,200.0,800.0,904.0,110.71, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,22/04/2023,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,200.0,200.0,226.0,112.19,Hardware/Parts Install,1,,,,,,,,125.0,back_calculated,high,back_calculated | raw=125.0 snapped=125
Loyalty,24/07/2023,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,1000.0,1000.0,1130.0,116.78,,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,29/07/2023,0,0,0,0,0,0,0,0,0,1,,,Other/Misc,Hardware/Parts,,0,0,9.0,42.0,378.0,427.14,117.4,,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,02/09/2021,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,29.0,4350.0,4350.0,4915.5,117.83, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,01/07/2025,1,0,0,0,0,1,0,0,0,1,,,Replace,Hardware/Parts,,0,0,1.0,500.0,500.0,565.0,126.0,,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,02/09/2021,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,34.0,4590.0,4590.0,5186.7,127.5, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,21/03/2026,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,45.0,45.0,50.85,132.0,Hardware/Parts Install,1,,,,,,,,20.0,back_calculated,high,back_calculated | raw=20.5 snapped=20
Recurring,21/03/2026,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,1.0,1400.0,1400.0,1582.0,132.4, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,10/12/2025,0,0,0,0,0,1,0,0,1,0,,,Install,Door (General),shelters,0,1,9.0,18000.0,18000.0,20340.0,136.29,Door (General) Install,1,,,,,,,,4090.0,back_calculated,high,back_calculated | raw=4090.9 snapped=4090
New,05/11/2024,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,,Operator/Opener,0,0,1.0,1600.0,1600.0,1808.0,145.3,,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,19/01/2024,0,0,0,0,0,0,0,0,0,0,,,Install,,Operator/Opener,0,1,10.0,1200.0,1200.0,1356.0,147.53, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,14/06/2023,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,,Operator/Opener,0,0,1.0,1070.0,1070.0,1209.1,152.76,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,04/08/2025,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,1415.0,1415.0,1598.95,156.01,Hardware/Parts Install,1,,,,,,,,885.0,back_calculated,high,back_calculated | raw=884.4 snapped=885
Recurring,29/03/2024,0,0,0,0,0,0,0,0,0,0,,,Install,,Operator/Opener,0,1,2.0,1000.0,2000.0,2260.0,160.0, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,08/07/2021,0,0,0,0,0,0,0,0,0,0,,,Other/Misc,,Operator/Opener,0,0,1.0,1080.0,1080.0,1220.4,164.0,,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,14/12/2020,0,0,0,0,0,0,0,0,0,0,,,Install,,Bumper,0,1,4.0,1400.0,1400.0,1582.0,185.77, Install,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,19/08/2023,0,0,0,0,0,1,0,0,0,1,,,Install,Hardware/Parts,,0,1,5.0,150.0,750.0,847.5,187.45,Hardware/Parts Install,1,,,,,,,,95.0,back_calculated,high,back_calculated | raw=93.8 snapped=95
Loyalty,19/08/2023,0,0,0,0,0,1,0,0,0,1,,,Labor,Hardware/Parts,,0,0,31.0,42.0,1302.0,1471.26,187.45,,1,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,08/04/2022,0,1,0,0,0,1,0,0,0,1,,,Remove,Hardware/Parts,,0,0,3.0,100.0,300.0,339.0,195.9,,1,,,,,,,,,standard_default,low,no_size_applicable
Recurring,06/06/2025,0,0,0,0,0,0,0,0,0,1,,,Supply & Install,Hardware/Parts,,0,0,1.0,450.0,450.0,508.5,204.0,Hardware/Parts Supply & Install,2,,,,,,,,205.0,back_calculated,high,back_calculated | raw=204.5 snapped=205
New,25/02/2021,0,0,0,0,0,0,0,0,0,1,,,Supply & Install,Hardware/Parts,,0,0,9.0,2680.0,2680.0,3028.4,210.0,Hardware/Parts Supply & Install,2,,,,,,,,1220.0,back_calculated,high,back_calculated | raw=1218.2 snapped=1220
Recurring,12/01/2023,0,0,0,0,0,0,0,0,0,1,,,Install,Hardware/Parts,,0,1,1.0,910.0,910.0,1028.3,210.0,Hardware/Parts Install,2,,,,,,,,415.0,back_calculated,high,back_calculated | raw=413.6 snapped=415
Recurring,12/01/2023,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,8.0,250.0,2000.0,2260.0,210.0, Install,2,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,27/05/2022,0,0,0,0,0,1,0,0,0,0,,,Rental,,Telehandler,0,0,1.0,550.0,550.0,621.5,219.08,,2,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,03/10/2022,1,0,0,0,0,1,0,0,0,1,,,Replace,Hardware/Parts,,0,0,1.0,300.0,300.0,339.0,219.08,,2,,,,,,,,,standard_default,low,no_size_applicable
New,03/05/2021,0,0,0,0,0,0,0,0,0,1,,,Supply Only,Hardware/Parts,,0,0,1.0,185.0,185.0,209.05,225.15,,2,,,,,,,,,standard_default,low,no_size_applicable
New,16/01/2021,0,0,0,0,0,0,0,0,0,1,,,Service Call,Hardware/Parts,,0,0,1.0,225.0,225.0,254.25,225.22,,2,,,,,,,,,standard_default,low,no_size_applicable
Recurring,31/12/2022,0,0,0,0,0,0,0,0,0,0,,,Supply Only,,Operator/Opener,0,0,1.0,875.0,875.0,988.75,231.4,,2,,,,,,,,,standard_default,low,no_size_applicable
Recurring,21/10/2025,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,,Operator/Opener,0,0,2.0,2600.0,2600.0,2938.0,234.0,,2,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,19/12/2025,1,0,0,0,0,1,0,0,0,0,,,Replace,,Dock Seal,0,0,1.0,800.0,800.0,904.0,266.0,,2,,,,,,,,,standard_default,low,no_size_applicable
New,06/01/2026,0,0,0,0,0,0,0,0,0,1,,,Supply Only,Hardware/Parts,,0,0,1.0,460.0,460.0,519.8,272.0,,2,,,,,,,,,standard_default,low,no_size_applicable
New,26/07/2022,0,0,0,0,0,0,0,0,0,0,,,Supply Only,,Operator/Opener,0,0,2.0,674.0,1348.0,1523.24,313.04,,3,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,13/11/2025,0,0,0,0,0,1,0,0,0,0,,,Install,,Bumper,0,1,11.0,7600.0,7600.0,8588.0,316.0, Install,3,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,15/02/2024,0,0,0,0,0,1,0,0,0,1,,,Repair,Hardware/Parts,,0,0,1.0,700.0,700.0,791.0,318.19,,3,,,,,,,,,standard_default,low,no_size_applicable
New,25/10/2024,0,0,0,0,0,0,0,0,0,0,,,Install,,Operator/Opener,0,1,1.0,1960.0,1960.0,2214.8,369.23, Install,3,,,,,,,,,standard_default,low,no_size_applicable
Recurring,19/06/2025,0,0,0,0,0,0,0,0,0,0,,,Supply & Install,,Operator/Opener,0,0,3.0,1250.0,3750.0,4237.5,402.0,,4,,,,,,,,,standard_default,low,no_size_applicable
Recurring,04/08/2025,0,0,0,0,0,0,0,0,0,0,,,Install,,Operator/Opener,0,1,1.0,625.0,625.0,706.25,404.0, Install,4,,,,,,,,,standard_default,low,no_size_applicable
Recurring,05/07/2025,0,0,0,0,0,0,0,0,0,0,,,Install,,Dock Seal,0,1,21.0,150.0,3150.0,3559.5,404.55, Install,4,,,,,,,,,standard_default,low,no_size_applicable
Loyalty,04/05/2021,0,0,0,0,0,1,0,0,0,0,,,Install,,Operator/Opener,0,1,6.0,150.0,900.0,1017.0,558.22, Install,5,,,,,,,,,standard_default,low,no_size_applicable
